ID,TARGET
2024-07-01_B09KDZQJ6P,1006.0944195459747
2024-07-01_B09MR4G722,1006.0944195459747
2024-07-01_B09KDTS4DC,1006.0944195459747
2024-07-01_B09MR3XT5G,1006.0944195459747
2024-07-01_B0BDRQWBK9,1006.0944195459747
2024-07-01_B0B69SF1BT,1006.0944195459747
2024-07-01_B0B69GN5KJ,1006.0944195459747
2024-07-01_B0B69G3YRM,1006.0944195459747
2024-07-01_B0B69FBGN1,1006.0944195459747
2024-07-01_B0B69DK8JN,1006.0944195459747
2024-07-01_B0B69DD2C7,1006.0944195459747
2024-07-01_B09MR3RSW8,1006.0944195459747
2024-07-01_B0B69B8R3C,1006.0944195459747
2024-07-01_B0B699PLXD,1006.0944195459747
2024-07-01_B0B31Y1FDZ,1006.0944195459747
2024-07-01_B0B31VTH56,1006.0944195459747
2024-07-01_B0B31V3PKG,1006.0944195459747
2024-07-01_B0B69C4GST,1006.0944195459747
2024-07-01_B09MR4Z3H8,1006.0944195459747
2024-07-01_B09MR4Z3H9,1006.0944195459747
2024-07-01_B0B31SM3ZR,1006.0944195459747
2024-07-01_B0B31R1ZBV,1006.0944195459747
2024-07-01_B09X1JTK49,1006.0944195459747
2024-07-01_B09X1H629F,1006.0944195459747
2024-07-01_B09X1HV1NL,1006.0944195459747
2024-07-01_B09X1F8C23,1006.0944195459747
2024-07-01_B09X1DHRLN,1006.0944195459747
2024-07-01_B09MR5WS3Y,1006.0944195459747
2024-07-01_B09MR56Q9N,1006.0944195459747
2024-07-01_B0B31T1XMH,1006.0944195459747
2024-07-01_B09X1F1L26,1006.0944195459747
2024-07-02_B0BRCXCXCV,1342.7796300617624
2024-07-02_B0BNL7TJRT,1342.7796300617624
2024-07-02_B0BNL1CG6X,1342.7796300617624
2024-07-02_B0BRCXDHBX,1342.7796300617624
2024-07-02_B0BRCW79VK,1342.7796300617624
2024-07-02_B0BDRS6R5Z,1342.7796300617624
2024-07-02_B0BRCXJ1F6,1342.7796300617624
2024-07-02_B0BNL5BKMK,1342.7796300617624
2024-07-02_B0BNL4L4K5,1342.7796300617624
2024-07-02_B0BNL3J36Z,1342.7796300617624
2024-07-02_B0BRCW2B64,1342.7796300617624
2024-07-02_B0BNKXC5H1,1342.7796300617624
2024-07-02_B0BSLWJKSX,1342.7796300617624
2024-07-02_B0BNKZCWFL,1342.7796300617624
2024-07-02_B0BNKZ9BJR,1342.7796300617624
2024-07-02_B0BNKZ88Z5,1342.7796300617624
2024-07-02_B0BNKYZD2Z,1342.7796300617624
2024-07-02_B0BNKY8RQN,1342.7796300617624
2024-07-02_B0BGDZLDX2,1342.7796300617624
2024-07-02_B0BGDXV7FD,1342.7796300617624
2024-07-02_B0BGDXM13S,1342.7796300617624
2024-07-02_B0BGDX2Z3L,1342.7796300617624
2024-07-02_B0BGDWGRQB,1342.7796300617624
2024-07-02_B0BG2Z8CY4,1342.7796300617624
2024-07-02_B0BG2T78CJ,1342.7796300617624
2024-07-02_B0BNL11QD8,1342.7796300617624
2024-07-02_B0BNKZYHRX,1342.7796300617624
2024-07-02_B0BRCXJRX6,1342.7796300617624
2024-07-02_B0C9JLKFPZ,1342.7796300617624
2024-07-02_B0BRCXQMS5,1342.7796300617624
2024-07-02_B0CR4BGLK5,1342.7796300617624
2024-07-02_B0CQVLFPBQ,1342.7796300617624
2024-07-02_B0CR49BQRS,1342.7796300617624
2024-07-02_B0CR49N6MQ,1342.7796300617624
2024-07-02_B0CR49NR3B,1342.7796300617624
2024-07-02_B0CR4BG4ZW,1342.7796300617624
2024-07-02_B0CR4C5WXS,1342.7796300617624
2024-07-02_B0CR4BK4FW,1342.7796300617624
2024-07-02_B0CR4C98FS,1342.7796300617624
2024-07-02_B0CY5KFQBD,1342.7796300617624
2024-07-02_B0CY5LR4VX,1342.7796300617624
2024-07-02_B0BRCXP7VN,1342.7796300617624
2024-07-02_B0BNL4S6MB,1342.7796300617624
2024-07-02_B0CFV6V981,1342.7796300617624
2024-07-02_B0BSLTZV4Z,1342.7796300617624
2024-07-02_B0BSLTV9FL,1342.7796300617624
2024-07-02_B0BRDCJWJC,1342.7796300617624
2024-07-02_B0BRDCBGFD,1342.7796300617624
2024-07-02_B0BRCYV77T,1342.7796300617624
2024-07-02_B0BRCYQNSW,1342.7796300617624
2024-07-02_B0BRCYK4JK,1342.7796300617624
2024-07-02_B0BRCYJ4SR,1342.7796300617624
2024-07-02_B0BRCYJ33N,1342.7796300617624
2024-07-02_B0BRCY8QMH,1342.7796300617624
2024-07-02_B0BRCXXBG2,1342.7796300617624
2024-07-02_B0CY5QQ49F,1342.7796300617624
2024-07-02_B0BRCXQRC9,1342.7796300617624
2024-07-02_B0BG2PD396,1342.7796300617624
2024-07-02_B0BNL3YY1C,1342.7796300617624
2024-07-02_B0B31V3PKG,1342.7796300617624
2024-07-02_B09MR3XT5G,1342.7796300617624
2024-07-02_B09MR3RSW8,1342.7796300617624
2024-07-02_B09MR36MLJ,1342.7796300617624
2024-07-02_B09MR2MLZH,1342.7796300617624
2024-07-02_B09MR2FY5D,1342.7796300617624
2024-07-02_B09KTMLQ1N,1342.7796300617624
2024-07-02_B09KTMKDKJ,1342.7796300617624
2024-07-02_B09KTFXX6L,1342.7796300617624
2024-07-02_B09KTF8ZDQ,1342.7796300617624
2024-07-02_B09KT5HMNY,1342.7796300617624
2024-07-02_B09KSYL73R,1342.7796300617624
2024-07-02_B09MR3Y296,1342.7796300617624
2024-07-02_B09KSXP3HN,1342.7796300617624
2024-07-02_B09KTJRHC7,1342.7796300617624
2024-07-02_B09KDQ2BWY,1342.7796300617624
2024-07-02_B09KDXJJ6W,1342.7796300617624
2024-07-02_B0BDRTZTGX,1342.7796300617624
2024-07-02_B09KDN7PYR,1342.7796300617624
2024-07-02_B09KDNYCYR,1342.7796300617624
2024-07-02_B09KDPXYG3,1342.7796300617624
2024-07-02_B09KDZQJ6P,1342.7796300617624
2024-07-02_B09KDR64LT,1342.7796300617624
2024-07-02_B09KDTS4DC,1342.7796300617624
2024-07-02_B09KDVXTP4,1342.7796300617624
2024-07-02_B0BDRQWBK9,1342.7796300617624
2024-07-02_B09KDTHJ6V,1342.7796300617624
2024-07-02_B09KDYY3SB,1342.7796300617624
2024-07-02_B09MR4B13C,1342.7796300617624
2024-07-02_B09KDW1YKQ,1342.7796300617624
2024-07-02_B09MR4Z3H8,1342.7796300617624
2024-07-02_B09X1F8C23,1342.7796300617624
2024-07-02_B0B69GN5KJ,1342.7796300617624
2024-07-02_B0B69G3YRM,1342.7796300617624
2024-07-02_B0B69FBGN1,1342.7796300617624
2024-07-02_B0B69DK8JN,1342.7796300617624
2024-07-02_B0B69DD2C7,1342.7796300617624
2024-07-02_B0B69C4GST,1342.7796300617624
2024-07-02_B0B69B8R3C,1342.7796300617624
2024-07-02_B0B699PLXD,1342.7796300617624
2024-07-02_B0B31Y1FDZ,1342.7796300617624
2024-07-02_B0B31VTH56,1342.7796300617624
2024-07-02_B0B31VFJ6Q,1342.7796300617624
2024-07-02_B0B69SF1BT,1342.7796300617624
2024-07-02_B09MR4G722,1342.7796300617624
2024-07-02_B0B31SM3ZR,1342.7796300617624
2024-07-02_B0B31R1ZBV,1342.7796300617624
2024-07-02_B09X1JTK49,1342.7796300617624
2024-07-02_B09X1HV1NL,1342.7796300617624
2024-07-02_B09KDLQ2GW,1342.7796300617624
2024-07-02_B09X1FWK8Z,1342.7796300617624
2024-07-02_B09X1H629F,1342.7796300617624
2024-07-02_B09X1F1L26,1342.7796300617624
2024-07-02_B09MR5WS3Y,1342.7796300617624
2024-07-02_B09MR56Q9N,1342.7796300617624
2024-07-02_B09MR4Z3H9,1342.7796300617624
2024-07-02_B0B31T1XMH,1342.7796300617624
2024-07-02_B09X1DHRLN,1342.7796300617624
2024-07-03_B0BNKXC5H1,1586.8488722379818
2024-07-03_B0BNL11QD8,1586.8488722379818
2024-07-03_B0BNL4Y2J9,1586.8488722379818
2024-07-03_B0BRCW79VK,1586.8488722379818
2024-07-03_B0BNL3RDG4,1586.8488722379818
2024-07-03_B0BNL7TJRT,1586.8488722379818
2024-07-03_B0BNL5BKMK,1586.8488722379818
2024-07-03_B0BRCXCXCV,1586.8488722379818
2024-07-03_B0BNL4S6MB,1586.8488722379818
2024-07-03_B0BNL3J36Z,1586.8488722379818
2024-07-03_B0BRCW2B64,1586.8488722379818
2024-07-03_B0BNL43XHH,1586.8488722379818
2024-07-03_B0BGDXV7FD,1586.8488722379818
2024-07-03_B0BNKZ9BJR,1586.8488722379818
2024-07-03_B0BNKZ88Z5,1586.8488722379818
2024-07-03_B0BNKYZD2Z,1586.8488722379818
2024-07-03_B0BGDZLDX2,1586.8488722379818
2024-07-03_B0BGDXM13S,1586.8488722379818
2024-07-03_B0BGDX2Z3L,1586.8488722379818
2024-07-03_B0BGDWGRQB,1586.8488722379818
2024-07-03_B0BG2Z8CY4,1586.8488722379818
2024-07-03_B0BG2T78CJ,1586.8488722379818
2024-07-03_B0BRCXDHBX,1586.8488722379818
2024-07-03_B0BRCXJ1F6,1586.8488722379818
2024-07-03_B0BNKZKGFG,1586.8488722379818
2024-07-03_B0BNKZCWFL,1586.8488722379818
2024-07-03_B0BRDCJWJC,1586.8488722379818
2024-07-03_B0BRDCBGFD,1586.8488722379818
2024-07-03_B0BG2QXQ9V,1586.8488722379818
2024-07-03_B0CR4BK4FW,1586.8488722379818
2024-07-03_B0CR49BQRS,1586.8488722379818
2024-07-03_B0CR49N6MQ,1586.8488722379818
2024-07-03_B0CR49NR3B,1586.8488722379818
2024-07-03_B0CR4BG4ZW,1586.8488722379818
2024-07-03_B0CR4BGLK5,1586.8488722379818
2024-07-03_B0CY5QQ49F,1586.8488722379818
2024-07-03_B0CR4C5WXS,1586.8488722379818
2024-07-03_B0CR4C98FS,1586.8488722379818
2024-07-03_B0CY5KFQBD,1586.8488722379818
2024-07-03_B0CY5LR4VX,1586.8488722379818
2024-07-03_B0BSLWJKSX,1586.8488722379818
2024-07-03_B0C9JLKFPZ,1586.8488722379818
2024-07-03_B0BRCYJ4SR,1586.8488722379818
2024-07-03_B0BRCYV77T,1586.8488722379818
2024-07-03_B0BRCYQNSW,1586.8488722379818
2024-07-03_B0BRCYK4JK,1586.8488722379818
2024-07-03_B0BRCXP7VN,1586.8488722379818
2024-07-03_B0BRCYJ33N,1586.8488722379818
2024-07-03_B0BRCY8QMH,1586.8488722379818
2024-07-03_B0BRCXXBG2,1586.8488722379818
2024-07-03_B0BRCXSTKW,1586.8488722379818
2024-07-03_B0BRCXQRC9,1586.8488722379818
2024-07-03_B0BRCXQMS5,1586.8488722379818
2024-07-03_B0BRCXJRX6,1586.8488722379818
2024-07-03_B0CFV6V981,1586.8488722379818
2024-07-03_B0BG2PD396,1586.8488722379818
2024-07-03_B0BDRS6R5Z,1586.8488722379818
2024-07-03_B0BDRTZTGX,1586.8488722379818
2024-07-03_B09MR3XT5G,1586.8488722379818
2024-07-03_B09MR36MLJ,1586.8488722379818
2024-07-03_B09MR2MLZH,1586.8488722379818
2024-07-03_B09MR2FY5D,1586.8488722379818
2024-07-03_B09KTMLQ1N,1586.8488722379818
2024-07-03_B09KTMKDKJ,1586.8488722379818
2024-07-03_B09KTJRHC7,1586.8488722379818
2024-07-03_B09KTFXX6L,1586.8488722379818
2024-07-03_B09KT5HMNY,1586.8488722379818
2024-07-03_B09KSYL73R,1586.8488722379818
2024-07-03_B09KDZQJ6P,1586.8488722379818
2024-07-03_B09KDLQ2GW,1586.8488722379818
2024-07-03_B09KTF8ZDQ,1586.8488722379818
2024-07-03_B09KDTHJ6V,1586.8488722379818
2024-07-03_B09KDNYCYR,1586.8488722379818
2024-07-03_B09KDPXYG3,1586.8488722379818
2024-07-03_B09KDQ2BWY,1586.8488722379818
2024-07-03_B09KDR64LT,1586.8488722379818
2024-07-03_B09KDN7PYR,1586.8488722379818
2024-07-03_B09KDTS4DC,1586.8488722379818
2024-07-03_B09KDW1YKQ,1586.8488722379818
2024-07-03_B09KDXJJ6W,1586.8488722379818
2024-07-03_B09KDVXTP4,1586.8488722379818
2024-07-03_B0B31V3PKG,1586.8488722379818
2024-07-03_B09KDYY3SB,1586.8488722379818
2024-07-03_B09MR3Y296,1586.8488722379818
2024-07-03_B09KSXP3HN,1586.8488722379818
2024-07-03_B09MR4G722,1586.8488722379818
2024-07-03_B0BDRQWBK9,1586.8488722379818
2024-07-03_B0B31VFJ6Q,1586.8488722379818
2024-07-03_B0B69SF1BT,1586.8488722379818
2024-07-03_B0B69GN5KJ,1586.8488722379818
2024-07-03_B0B69FBGN1,1586.8488722379818
2024-07-03_B0B69DK8JN,1586.8488722379818
2024-07-03_B0B69DD2C7,1586.8488722379818
2024-07-03_B0B69C4GST,1586.8488722379818
2024-07-03_B0B699PLXD,1586.8488722379818
2024-07-03_B0B31Y1FDZ,1586.8488722379818
2024-07-03_B0B31VTH56,1586.8488722379818
2024-07-03_B0B69B8R3C,1586.8488722379818
2024-07-03_B0B31T1XMH,1586.8488722379818
2024-07-03_B09MR4B13C,1586.8488722379818
2024-07-03_B09X1F1L26,1586.8488722379818
2024-07-03_B09MR3RSW8,1586.8488722379818
2024-07-03_B09MR4Z3H9,1586.8488722379818
2024-07-03_B0B31SM3ZR,1586.8488722379818
2024-07-03_B0B31R1ZBV,1586.8488722379818
2024-07-03_B09X1HV1NL,1586.8488722379818
2024-07-03_B09X1JTK49,1586.8488722379818
2024-07-03_B09MR4Z3H8,1586.8488722379818
2024-07-03_B09MR5WS3Y,1586.8488722379818
2024-07-03_B09MR5Q6HJ,1586.8488722379818
2024-07-03_B09MR56Q9N,1586.8488722379818
2024-07-03_B09X1F8C23,1586.8488722379818
2024-07-04_B0BRCW79VK,1554.7767510592798
2024-07-04_B0BNL5BKMK,1554.7767510592798
2024-07-04_B0BRCXDHBX,1554.7767510592798
2024-07-04_B0BRCXCXCV,1554.7767510592798
2024-07-04_B0BNL7TJRT,1554.7767510592798
2024-07-04_B0BSLWJKSX,1554.7767510592798
2024-07-04_B0BNL4Y2J9,1554.7767510592798
2024-07-04_B0BNL4S6MB,1554.7767510592798
2024-07-04_B0BNL43XHH,1554.7767510592798
2024-07-04_B0BNL3J36Z,1554.7767510592798
2024-07-04_B0BRCW2B64,1554.7767510592798
2024-07-04_B0BG2Z8CY4,1554.7767510592798
2024-07-04_B0BNL11QD8,1554.7767510592798
2024-07-04_B0BNKZCWFL,1554.7767510592798
2024-07-04_B0BNKZ9BJR,1554.7767510592798
2024-07-04_B0BNKZ88Z5,1554.7767510592798
2024-07-04_B0BNKYZD2Z,1554.7767510592798
2024-07-04_B0BNKXC5H1,1554.7767510592798
2024-07-04_B0BGDZLDX2,1554.7767510592798
2024-07-04_B0BGDXV7FD,1554.7767510592798
2024-07-04_B0BGDXM13S,1554.7767510592798
2024-07-04_B0BGDX2Z3L,1554.7767510592798
2024-07-04_B0BGDWGRQB,1554.7767510592798
2024-07-04_B0BRCXJ1F6,1554.7767510592798
2024-07-04_B0BRCXQMS5,1554.7767510592798
2024-07-04_B0BNKZKGFG,1554.7767510592798
2024-07-04_B0BNL3RDG4,1554.7767510592798
2024-07-04_B0CR4BGLK5,1554.7767510592798
2024-07-04_B0BG2QXQ9V,1554.7767510592798
2024-07-04_B0BRCXJRX6,1554.7767510592798
2024-07-04_B0CFV6V981,1554.7767510592798
2024-07-04_B0CR49BQRS,1554.7767510592798
2024-07-04_B0CR49N6MQ,1554.7767510592798
2024-07-04_B0CR49NR3B,1554.7767510592798
2024-07-04_B0CR4BG4ZW,1554.7767510592798
2024-07-04_B0CY5LR4VX,1554.7767510592798
2024-07-04_B0CR4BK4FW,1554.7767510592798
2024-07-04_B0CR4C5WXS,1554.7767510592798
2024-07-04_B0CR4C98FS,1554.7767510592798
2024-07-04_B0CY5KFQBD,1554.7767510592798
2024-07-04_B0BRDCJWJC,1554.7767510592798
2024-07-04_B0C9JLKFPZ,1554.7767510592798
2024-07-04_B0BRCYJ4SR,1554.7767510592798
2024-07-04_B0BRDCBGFD,1554.7767510592798
2024-07-04_B0BRCYV77T,1554.7767510592798
2024-07-04_B0BRCYQNSW,1554.7767510592798
2024-07-04_B0BRCYK4JK,1554.7767510592798
2024-07-04_B0BG2T78CJ,1554.7767510592798
2024-07-04_B0BRCYJ33N,1554.7767510592798
2024-07-04_B0BRCY8QMH,1554.7767510592798
2024-07-04_B0BRCXXBG2,1554.7767510592798
2024-07-04_B0BRCXSTKW,1554.7767510592798
2024-07-04_B0BRCXQRC9,1554.7767510592798
2024-07-04_B0BRCXP7VN,1554.7767510592798
2024-07-04_B0CY5QQ49F,1554.7767510592798
2024-07-04_B0BG2PD396,1554.7767510592798
2024-07-04_B09KTFXX6L,1554.7767510592798
2024-07-04_B09MR3XT5G,1554.7767510592798
2024-07-04_B09KDYY3SB,1554.7767510592798
2024-07-04_B09MR4B13C,1554.7767510592798
2024-07-04_B09MR2MLZH,1554.7767510592798
2024-07-04_B09MR2FY5D,1554.7767510592798
2024-07-04_B09KTMLQ1N,1554.7767510592798
2024-07-04_B09KTMKDKJ,1554.7767510592798
2024-07-04_B09KTJRHC7,1554.7767510592798
2024-07-04_B09KTF8ZDQ,1554.7767510592798
2024-07-04_B09KT5HMNY,1554.7767510592798
2024-07-04_B09KSYL73R,1554.7767510592798
2024-07-04_B09KSXP3HN,1554.7767510592798
2024-07-04_B09KDLQ2GW,1554.7767510592798
2024-07-04_B09KDZQJ6P,1554.7767510592798
2024-07-04_B09KDXJJ6W,1554.7767510592798
2024-07-04_B09KDR64LT,1554.7767510592798
2024-07-04_B09MR3Y296,1554.7767510592798
2024-07-04_B09KDN7PYR,1554.7767510592798
2024-07-04_B09KDNYCYR,1554.7767510592798
2024-07-04_B09KDQ2BWY,1554.7767510592798
2024-07-04_B09KDPXYG3,1554.7767510592798
2024-07-04_B09KDTHJ6V,1554.7767510592798
2024-07-04_B09KDTS4DC,1554.7767510592798
2024-07-04_B09KDVXTP4,1554.7767510592798
2024-07-04_B0BDRTZTGX,1554.7767510592798
2024-07-04_B09MR36MLJ,1554.7767510592798
2024-07-04_B0B69C4GST,1554.7767510592798
2024-07-04_B09KDW1YKQ,1554.7767510592798
2024-07-04_B09MR3RSW8,1554.7767510592798
2024-07-04_B09MR4Z3H8,1554.7767510592798
2024-07-04_B0BDRQWBK9,1554.7767510592798
2024-07-04_B0B69SF1BT,1554.7767510592798
2024-07-04_B0B69GN5KJ,1554.7767510592798
2024-07-04_B0B69FBGN1,1554.7767510592798
2024-07-04_B0B69DK8JN,1554.7767510592798
2024-07-04_B0B69DD2C7,1554.7767510592798
2024-07-04_B09MR4G722,1554.7767510592798
2024-07-04_B0BDRS6R5Z,1554.7767510592798
2024-07-04_B0B699PLXD,1554.7767510592798
2024-07-04_B0B31Y1FDZ,1554.7767510592798
2024-07-04_B0B31VTH56,1554.7767510592798
2024-07-04_B0B31V3PKG,1554.7767510592798
2024-07-04_B0B69B8R3C,1554.7767510592798
2024-07-04_B09MR56Q9N,1554.7767510592798
2024-07-04_B09MR5Q6HJ,1554.7767510592798
2024-07-04_B09MR5WS3Y,1554.7767510592798
2024-07-04_B09X1F1L26,1554.7767510592798
2024-07-04_B09MR4Z3H9,1554.7767510592798
2024-07-04_B09X1HV1NL,1554.7767510592798
2024-07-04_B09X1JTK49,1554.7767510592798
2024-07-04_B0B31R1ZBV,1554.7767510592798
2024-07-04_B0B31SM3ZR,1554.7767510592798
2024-07-04_B0B31T1XMH,1554.7767510592798
2024-07-04_B0B31VFJ6Q,1554.7767510592798
2024-07-04_B09X1F8C23,1554.7767510592798
2024-07-05_B0BNL3J36Z,1656.0915221344003
2024-07-05_B0BNL5BKMK,1656.0915221344003
2024-07-05_B0BRCXDHBX,1656.0915221344003
2024-07-05_B0BRCXCXCV,1656.0915221344003
2024-07-05_B0BDRTZTGX,1656.0915221344003
2024-07-05_B0BNL7TJRT,1656.0915221344003
2024-07-05_B0BRCW2B64,1656.0915221344003
2024-07-05_B0BNL4Y2J9,1656.0915221344003
2024-07-05_B0BNL43XHH,1656.0915221344003
2024-07-05_B0BRCW79VK,1656.0915221344003
2024-07-05_B0BG2Z8CY4,1656.0915221344003
2024-07-05_B0BRCXJ1F6,1656.0915221344003
2024-07-05_B0BNKZCWFL,1656.0915221344003
2024-07-05_B0BNKZ9BJR,1656.0915221344003
2024-07-05_B0BNKZ88Z5,1656.0915221344003
2024-07-05_B0BNKYZD2Z,1656.0915221344003
2024-07-05_B0BNKXC5H1,1656.0915221344003
2024-07-05_B0BGDZLDX2,1656.0915221344003
2024-07-05_B0BGDXV7FD,1656.0915221344003
2024-07-05_B0BGDXM13S,1656.0915221344003
2024-07-05_B0BGDX2Z3L,1656.0915221344003
2024-07-05_B0BGDWGRQB,1656.0915221344003
2024-07-05_B0BSLWJKSX,1656.0915221344003
2024-07-05_B0BNL11QD8,1656.0915221344003
2024-07-05_B0BNKZKGFG,1656.0915221344003
2024-07-05_B0BRCXQMS5,1656.0915221344003
2024-07-05_B0BRDCBGFD,1656.0915221344003
2024-07-05_B0CY5QQ49F,1656.0915221344003
2024-07-05_B0CR4BGLK5,1656.0915221344003
2024-07-05_B0BRCXJRX6,1656.0915221344003
2024-07-05_B0CFV6V981,1656.0915221344003
2024-07-05_B0CR49BQRS,1656.0915221344003
2024-07-05_B0CR49N6MQ,1656.0915221344003
2024-07-05_B0CR49NR3B,1656.0915221344003
2024-07-05_B0CR4C5WXS,1656.0915221344003
2024-07-05_B0CR4BK4FW,1656.0915221344003
2024-07-05_B0BRDCJWJC,1656.0915221344003
2024-07-05_B0CR4C98FS,1656.0915221344003
2024-07-05_B0CY5KFQBD,1656.0915221344003
2024-07-05_B0CY5LR4VX,1656.0915221344003
2024-07-05_B0C9JLKFPZ,1656.0915221344003
2024-07-05_B0BG2QXQ9V,1656.0915221344003
2024-07-05_B0BRCYV77T,1656.0915221344003
2024-07-05_B0BRCYQNSW,1656.0915221344003
2024-07-05_B0BRCYK4JK,1656.0915221344003
2024-07-05_B0BRCYJ4SR,1656.0915221344003
2024-07-05_B0BRCYJ33N,1656.0915221344003
2024-07-05_B0BRCY8QMH,1656.0915221344003
2024-07-05_B0BRCXXBG2,1656.0915221344003
2024-07-05_B0BNL3RDG4,1656.0915221344003
2024-07-05_B0BRCXQRC9,1656.0915221344003
2024-07-05_B0BRCXP7VN,1656.0915221344003
2024-07-05_B0BG2T78CJ,1656.0915221344003
2024-07-05_B0BNL4S6MB,1656.0915221344003
2024-07-05_B0B69GN5KJ,1656.0915221344003
2024-07-05_B0CR4BG4ZW,1656.0915221344003
2024-07-05_B09MR3XT5G,1656.0915221344003
2024-07-05_B09KDYY3SB,1656.0915221344003
2024-07-05_B09MR4B13C,1656.0915221344003
2024-07-05_B09MR2MLZH,1656.0915221344003
2024-07-05_B09MR2FY5D,1656.0915221344003
2024-07-05_B09KTMLQ1N,1656.0915221344003
2024-07-05_B09KTMKDKJ,1656.0915221344003
2024-07-05_B09KTJRHC7,1656.0915221344003
2024-07-05_B09KTFXX6L,1656.0915221344003
2024-07-05_B09KTF8ZDQ,1656.0915221344003
2024-07-05_B09KT5HMNY,1656.0915221344003
